[-0.07615437  0.20376998],[-0.14729342  0.22621337],[1.7569839 1.2349136]
[-0.0768597],[-0.14725782],[1.7565389]
[-0.07719746],[-0.14752345],[1.7642273]
[-0.07578268],[-0.14589831],[1.7491381]
[-0.07793938],[-0.14713149],[1.7641501]
[-0.07721534],[-0.14827992],[1.7642915]
[-0.07616733],[-0.14841649],[1.7569503]
[-0.07684828],[-0.14613639],[1.756588]
[-0.07719117],[-0.14789343],[1.7641143]
[-0.07613669],[-0.14654018],[1.7569205]
[-0.07863925],[-0.14746435],[1.7635721]
[-0.07647804],[-0.14830063],[1.764465]
[-0.07545998  0.19509509],[-0.14527655  0.22953506],[1.74169  1.227199]
[-0.07903514],[-0.14850816],[1.7716812]
